hs_code,parent_code,level,item_name,chapter,heading,subheading
291816000,291816,4,グルコン酸並びにその塩及びエステル,29,2918,291816
291817000,291817,4,"2,2-ジフェニル-2-ヒドロキシ酢酸（ベンジル酸）",29,2918,291817
291818000,291818,4,クロロベンジレート（ISO）,29,2918,291818
291819,2918,3,その他のもの,29,2918,291819
291819010,291819,4,1 コール酸,29,2918,291819
291819090,291819,4,2 その他のもの,29,2918,291819
291821000,291821,4,サリチル酸及びその塩,29,2918,291821
291822000,291822,4,オルト-アセチルサリチル酸並びにその塩及びエステル,29,2918,291822
291823000,291823,4,サリチル酸のその他のエステル及びその塩,29,2918,291823
291829000,291829,4,その他のもの,29,2918,291829
291830,2918,3,アルデヒド官能又はケトン官能のカルボン酸（他の酸素官能基を有するものを除く。）並びにその酸無水物、酸ハロゲン化物、酸過酸化物及び過酸並びにこれらの誘導体,29,2918,291830
291830100,291830,4,"1 デヒドロコール酸（3,7,12-トリケトコール酸）",29,2918,291830
291830200,291830,4,2 その他のもの,29,2918,291830
291891000,291891,4,"2,4,5-T（ISO）（2,4,5-トリクロロフェノキシ酢酸）並びにその塩及びエステル",29,2918,291891
291899000,291899,4,その他のもの,29,2918,291899
2919,29,2,りん酸エステル及びその塩（ラクトホスフェートを含む。）並びにこれらのハロゲン化誘導体、スルホン化誘導体、ニトロ化誘導体及びニトロソ化誘導体,29,2919,
291910000,291910,4,"トリス（2,3-ジブロモプロピル）ホスフェート",29,2919,291910
291990,2919,3,その他のもの,29,2919,291990
291990100,291990,4,－ トリス（クロロプロピル）ホスフェート,29,2919,291990
291990900,291990,4,－ その他のもの,29,2919,291990
2920,29,2,非金属のその他の無機酸のエステル（ハロゲン化水素酸エステルを除く。）及びその塩並びにこれらのハロゲン化誘導体、スルホン化誘導体、ニトロ化誘導体及びニトロソ化誘導体,29,2920,
292011000,292011,4,パラチオン（ISO）及びパラチオンメチル（ISO）（メチルパラチオン）,29,2920,292011
292019000,292019,4,その他のもの,29,2920,292019
292021000,292021,4,亜りん酸ジメチル,29,2920,292021
292022000,292022,4,亜りん酸ジエチル,29,2920,292022
292023000,292023,4,亜りん酸トリメチル,29,2920,292023
292024000,292024,4,亜りん酸トリエチル,29,2920,292024
292029000,292029,4,その他のもの,29,2920,292029
292030000,292030,4,エンドスルファン（ISO）,29,2920,292030
292090,2920,3,その他のもの,29,2920,292090
292090011,292090,4,(1) 炭酸ビニレン、炭酸フルオロエチレン、炭酸エチルメチル、炭酸プロピレン及び炭酸ジエチル,29,2920,292090
292090019,292090,4,(2) その他のもの,29,2920,292090
292090090,292090,4,2 その他のもの,29,2920,292090
2921,29,2,アミン官能化合物,29,2921,
292111000,292111,4,メチルアミン、ジメチルアミン及びトリメチルアミン並びにこれらの塩,29,2921,292111
292112000,292112,4,"2-（N,N-ジメチルアミノ）エチルクロリド塩酸塩",29,2921,292112
292113000,292113,4,"2-（N,N-ジエチルアミノ）エチルクロリド塩酸塩",29,2921,292113
292114000,292114,4,"2-（N,N-ジイソプロピルアミノ）エチルクロリド塩酸塩",29,2921,292114
292119000,292119,4,その他のもの,29,2921,292119
292121000,292121,4,エチレンジアミン及びその塩,29,2921,292121
292122000,292122,4,ヘキサメチレンジアミン及びその塩,29,2921,292122
292129000,292129,4,その他のもの,29,2921,292129
292130000,292130,4,飽和脂環式モノアミン、不飽和脂環式モノアミン、シクロテルペンモノアミン、飽和脂環式ポリアミン、不飽和脂環式ポリアミン及びシクロテルペンポリアミン並びにこれらの誘導体並びにこれらの塩,29,2921,292130
292141,2921,3,アニリン及びその塩,29,2921,292141
292141010,292141,4,1 アニリン,29,2921,292141
292141020,292141,4,2 アニリンの塩,29,2921,292141
292142000,292142,4,アニリン誘導体及びその塩,29,2921,292142
292143000,292143,4,トルイジン及びその誘導体並びにこれらの塩,29,2921,292143
292144000,292144,4,ジフェニルアミン及びその誘導体並びにこれらの塩,29,2921,292144
292145000,292145,4,1-ナフチルアミン（アルファ-ナフチルアミン）及び2-ナフチルアミン（ベータ-ナフチルアミン）並びにこれらの誘導体並びにこれらの塩,29,2921,292145
292146000,292146,4,アンフェタミン（INN）、ベンツフェタミン（INN）、デキサンフェタミン（INN）、エチランフェタミン（INN）、フェンカンファミン（INN）、レフェタミン（INN）、レバンフェタミン（INN）、メフェノレクス（INN）及びフェンテルミン（INN）並びにこれらの塩,29,2921,292146
292149000,292149,4,その他のもの,29,2921,292149
292151,2921,3,オルト-フェニレンジアミン、メタ-フェニレンジアミン、パラ-フェニレンジアミン及びジアミノトルエン並びにこれらの誘導体並びにこれらの塩,29,2921,292151
292151100,292151,4,1 メタ-フェニレンジアミン,29,2921,292151
292151900,292151,4,2 その他のもの,29,2921,292151
292159000,292159,4,その他のもの,29,2921,292159
2922,29,2,酸素官能のアミノ化合物,29,2922,
292211000,292211,4,モノエタノールアミン及びその塩,29,2922,292211
292212000,292212,4,ジエタノールアミン及びその塩,29,2922,292212
292214000,292214,4,デキストロプロポキシフェン（INN）及びその塩,29,2922,292214
292215000,292215,4,トリエタノールアミン,29,2922,292215
292216000,292216,4,ペルフルオロオクタンスルホン酸ジエタノールアンモニウム,29,2922,292216
292217,2922,3,メチルジエタノールアミン及びエチルジエタノールアミン,29,2922,292217
292217010,292217,4,－ メチルジエタノールアミン,29,2922,292217
292217020,292217,4,－ エチルジエタノールアミン,29,2922,292217
292218000,292218,4,"2-（N,N-ジイソプロピルアミノ）エタノール",29,2922,292218
292219,2922,3,その他のもの,29,2922,292219
292219020,292219,4,1 アミノアルコール,29,2922,292219
292219091,292219,4,－ トリエタノールアミンの塩,29,2922,292219
292219099,292219,4,－ その他のもの,29,2922,292219
292221000,292221,4,アミノヒドロキシナフタレンスルホン酸及びその塩,29,2922,292221
292229000,292229,4,その他のもの,29,2922,292229
292231000,292231,4,アンフェプラモン（INN）、メサドン（INN）及びノルメサドン（INN）並びにこれらの塩,29,2922,292231
292239000,292239,4,その他のもの,29,2922,292239
292241000,292241,4,リジン及びそのエステル並びにこれらの塩,29,2922,292241
292242,2922,3,グルタミン酸及びその塩,29,2922,292242
292242100,292242,4,1 グルタミン酸ソーダ,29,2922,292242
292242200,292242,4,2 その他のもの,29,2922,292242
292243000,292243,4,アントラニル酸及びその塩,29,2922,292243
292244000,292244,4,チリジン（INN）及びその塩,29,2922,292244
292249000,292249,4,その他のもの,29,2922,292249
292250000,292250,4,アミノアルコールフェノール、アミノ酸フェノール及び酸素官能基を有するその他のアミノ化合物,29,2922,292250
2923,29,2,第四級アンモニウム塩、水酸化第四級アンモニウム及びレシチンその他のホスホアミノリピド（レシチンその他のホスホアミノリピドについては、化学的に単一であるかないかを問わない。）,29,2923,
292310000,292310,4,コリン及びその塩,29,2923,292310
292320000,292320,4,レシチンその他のホスホアミノリピド,29,2923,292320
292330000,292330,4,ペルフルオロオクタンスルホン酸テトラエチルアンモニウム,29,2923,292330
292340000,292340,4,ペルフルオロオクタンスルホン酸ジデシルジメチルアンモニウム,29,2923,292340
292390,2923,3,その他のもの,29,2923,292390
292390100,292390,4,1 水酸化トリメチルアダマンチルアンモニウム（ADAH）及び水酸化テトラエチルアンモニウム（TEAH）,29,2923,292390
292390200,292390,4,2 シクロヘキシル（エチル）（ジメチル）アンモニウム＝ブロミド及びシクロヘキシル（エチル）（ジメチル）アンモニウム＝ヒドロキシド,29,2923,292390
292390900,292390,4,3 その他のもの,29,2923,292390
2924,29,2,カルボキシアミド官能化合物及び炭酸のアミド官能化合物,29,2924,
292411000,292411,4,メプロバメート（INN）（※）,29,2924,292411
292412000,292412,4,フルオロアセトアミド（ISO）、モノクロトホス（ISO）及びホスファミドン（ISO）,29,2924,292412
292419,2924,3,その他のもの,29,2924,292419
292419020,292419,4,1 2-アクリルアミド-2-メチルプロパンスルホン酸及びオキサミド,29,2924,292419
292419029,292419,4,2 その他のもの,29,2924,292419
292421000,292421,4,ウレイン及びその誘導体並びにこれらの塩,29,2924,292421
292423000,292423,4,2-アセトアミド安息香酸（N-アセチルアントラニル酸）及びその塩,29,2924,292423
292424000,292424,4,エチナメート（INN）（※）,29,2924,292424
292425000,292425,4,アラクロール（ISO）,29,2924,292425
292429,2924,3,その他のもの,29,2924,292429
292429010,292429,4,－ アスパルテーム（アスパルタム（INN））,29,2924,292429
292429090,292429,4,－ その他のもの,29,2924,292429
2925,29,2,カルボキシイミド官能化合物（サッカリン及びその塩を含む。）及びイミン官能化合物,29,2925,
292511000,292511,4,サッカリン及びその塩,29,2925,292511
292512000,292512,4,グルテチミド（INN）,29,2925,292512
292519000,292519,4,その他のもの,29,2925,292519
292521000,292521,4,クロルジメホルム（ISO）,29,2925,292521
292529,2925,3,その他のもの,29,2925,292529
292529100,292529,4,1 クロルヘキシジン及びその塩,29,2925,292529
292529900,292529,4,2 その他のもの,29,2925,292529
2926,29,2,ニトリル官能化合物,29,2926,
292610000,292610,4,アクリロニトリル,29,2926,292610
292620000,292620,4,1-シアノグアニジン（ジシアンジアミド）,29,2926,292620
292630000,292630,4,"フェンプロポレクス（INN）及びその塩並びにメサドン（INN）中間体（4-シアノ-2-ジメチルアミノ-4,4-ジフェニルブタン）",29,2926,292630
292640000,292640,4,アルファ-フェニルアセトアセトニトリル,29,2926,292640
292690000,292690,4,その他のもの,29,2926,292690
2927,29,2,,29,2927,
292700000,292700,4,ジアゾ化合物、アゾ化合物及びアゾキシ化合物,29,2927,292700
2928,29,2,,29,2928,
292800000,292800,4,ヒドラジン又はヒドロキシルアミンの有機誘導体,29,2928,292800
2929,29,2,その他の窒素官能基を有する化合物,29,2929,
292910,2929,3,イソシアナート,29,2929,292910
292910020,292910,4,－ ジフェニルメタンジイソシアナート,29,2929,292910
292910010,292910,4,－ トルエンジイソシアナート（トリレンジイソシアナート）,29,2929,292910
292910090,292910,4,－ その他のもの,29,2929,292910
292990000,292990,4,その他のもの,29,2929,292990
2930,29,2,有機硫黄化合物,29,2930,
293010000,293010,4,"2-（N,N-ジメチルアミノ）エタンチオール",29,2930,293010
293020000,293020,4,チオカルバマート及びジチオカルバマート,29,2930,293020
293030000,293030,4,チウラムモノスルフィド、チウラムジスルフィド及びチウラムテトラスルフィド,29,2930,293030
293040000,293040,4,メチオニン,29,2930,293040
293060000,293060,4,"2-（N,N-ジエチルアミノ）エタンチオール",29,2930,293060
293070000,293070,4,ビス（2-ヒドロキシエチル）スルフィド（チオジグリコール（INN））,29,2930,293070
293080000,293080,4,アルジカルブ（ISO）、カプタホール（ISO）及びメタミドホス（ISO）,29,2930,293080
293090,2930,3,その他のもの,29,2930,293090
293090100,293090,4,1 ジチオカルボナート（キサントゲン酸塩）,29,2930,293090
293090910,293090,4,－ ホレート（ISO）,29,2930,293090
293090990,293090,4,－ その他のもの,29,2930,293090
2931,29,2,その他のオルガノインオルガニック化合物,29,2931,
293110000,293110,4,テトラメチル鉛及びテトラエチル鉛,29,2931,293110
293120000,293120,4,トリブチルすず化合物,29,2931,293120
293141000,293141,4,メチルホスホン酸ジメチル,29,2931,293141
293142000,293142,4,プロピルホスホン酸ジメチル,29,2931,293142
293143000,293143,4,エチルホスホン酸ジエチル,29,2931,293143
293144000,293144,4,メチルホスホン酸,29,2931,293144
293145000,293145,4,メチルホスホン酸と（アミノイミノメチル）尿素との1:1の割合の塩,29,2931,293145
293146000,293146,4,"2,4,6-トリプロピル-1,3,5,2,4,6-トリオキサトリホスホン酸2,4,6-トリオキシド",29,2931,293146
293147000,293147,4,"（5-エチル-2-メチル-2-オキシド-1,3,2-ジオキサホスフィナン-5-イル）メチルメチルメチルホスホネート",29,2931,293147
293148000,293148,4,"3,9-ジメチル-2,4,8,10-テトラオキサ-3,9-ジホスファスピロ［5,5］ウンデカン3,9-ジオキシド",29,2931,293148
293149,2931,3,その他のもの,29,2931,293149
293149010,293149,4,－ メチルホスホン酸3-（トリヒドロキシシリル）プロピルナトリウム,29,2931,293149
293149020,293149,4,"－ ビス［（5-エチル-2-メチル-2-オキシド-1,3,2-ジオキサホスフィナン-5-イル）メチル］メチルホスホネート",29,2931,293149
293149090,293149,4,－ その他のもの,29,2931,293149
293151000,293151,4,メチルホスホン酸ジクロリド,29,2931,293151
293152000,293152,4,プロピルホスホン酸ジクロリド,29,2931,293152
293153000,293153,4,O-（3-クロロプロピル）O-［4-ニトロ-3-（トリフルオロメチル）フェニル］メチルホスホノチオネート,29,2931,293153
293154000,293154,4,トリクロロフォン（ISO）,29,2931,293154
293159000,293159,4,その他のもの,29,2931,293159
293190000,293190,4,その他のもの,29,2931,293190
2932,29,2,複素環式化合物（ヘテロ原子として酸素のみを有するものに限る。）,29,2932,
293211000,293211,4,テトラヒドロフラン,29,2932,293211
293212000,293212,4,2-フルアルデヒド（フルフラール）,29,2932,293212
293213000,293213,4,フルフリルアルコール及びテトラヒドロフルフリルアルコール,29,2932,293213
293214000,293214,4,スクラロース,29,2932,293214
293219000,293219,4,その他のもの,29,2932,293219
293220,2932,3,ラクトン,29,2932,293220
293220010,293220,4,1 クマリン、メチルクマリン及びエチルクマリン,29,2932,293220
293220020,293220,4,2 サントニン,29,2932,293220
293220030,293220,4,3 クリスタルバイオレットラクトン,29,2932,293220
293220090,293220,4,4 その他のもの,29,2932,293220
293291000,293291,4,イソサフロール,29,2932,293291
293292000,293292,4,"1-（1,3-ベンゾジオキソール-5-イル）プロパン-2-オン",29,2932,293292
293293000,293293,4,ピペロナール,29,2932,293293
293294000,293294,4,サフロール,29,2932,293294
293295000,293295,4,テトラヒドロカンナビノール（全ての異性体を含む。）,29,2932,293295
293296000,293296,4,カルボフラン（ISO）,29,2932,293296
293299000,293299,4,その他のもの,29,2932,293299
2933,29,2,複素環式化合物（ヘテロ原子として窒素のみを有するものに限る。）,29,2933,
293311000,293311,4,フェナゾン（アンチピリン）及びその誘導体,29,2933,293311
293319000,293319,4,その他のもの,29,2933,293319
293321,2933,3,ヒダントイン及びその誘導体,29,2933,293321
293321100,293321,4,－ 3-ブロモ-1-クロロ-5-ジメチルヒダントイン,29,2933,293321
293321900,293321,4,－ その他のもの,29,2933,293321
293329000,293329,4,その他のもの,29,2933,293329
293331000,293331,4,ピリジン及びその塩,29,2933,293331
293332000,293332,4,ピペリジン及びその塩,29,2933,293332
293333000,293333,4,アルフェンタニル（INN）、アニレリジン（INN）、ベジトラミド（INN）、ブロマゼパム（INN）、カーフェンタニル（INN）、ジフェノキシン（INN）、ジフェノキシレート（INN）、ジピパノン（INN）、フェンタニル（INN）、ケトベミドン（INN）、メチルフェニデート（INN）、ペンタゾシン（INN）、ペチジン（INN）、ペチジン（INN）中間体A、フェンシクリジン（INN）（PCP）、フェノペリジン（INN）、ピプラドロール（INN）、ピリトラミド（INN）、プロピラム（INN）、レミフェンタニル（INN）及びトリメペリジン（INN）並びにこれらの塩,29,2933,293333
293334000,293334,4,その他のフェンタニル及びその誘導体,29,2933,293334
293335000,293335,4,3-キヌクリジノール,29,2933,293335
293336000,293336,4,4-アニリノ-N-フェネチルピペリジン（ANPP）,29,2933,293336
293337000,293337,4,N-フェネチル-4-ピペリドン（NPP）,29,2933,293337
293339,2933,3,その他のもの,29,2933,293339
293339110,293339,4,"1 ピコリン及びO,O-ジエチル-O-（3,5,6-トリクロロ-2-ピリジル）ホスホロチオエート（クロルピリホス）",29,2933,293339
293339120,293339,4,"2 1,1,3,5-テトラメチルピぺリジン-1-イウム=ヒドロキシド",29,2933,293339
293339220,293339,4,3 その他のもの,29,2933,293339
293341000,293341,4,レボルファノール（INN）及びその塩,29,2933,293341
293349,2933,3,その他のもの,29,2933,293349
293349100,293349,4,1 デキストロ-3-ヒドロキシ-N-メチルモルヒナン及び臭化水素酸デキストロ-3-メトキシ-N-メチルモルヒナン,29,2933,293349
293349900,293349,4,2 その他のもの,29,2933,293349
293352000,293352,4,マロニル尿素（バルビツル酸）及びその塩,29,2933,293352
293353000,293353,4,アロバルビタール（INN）、アモバルビタール（INN）、バルビタール（INN）、ブタルビタール（INN）、ブトバルビタール、シクロバルビタール（INN）、メチルフェノバルビタール（INN）、ペントバルビタール（INN）、フェノバルビタール（INN）、セクブタバルビタール（INN）、セコバルビタール（INN）及びビニルビタール（INN）並びにこれらの塩,29,2933,293353
293354000,293354,4,その他のマロニル尿素（バルビツル酸）の誘導体及びその塩,29,2933,293354
293355000,293355,4,ロプラゾラム（INN）、メクロカロン（INN）、メタカロン（INN）及びジペプロール（INN）並びにこれらの塩,29,2933,293355
293359,2933,3,その他のもの,29,2933,293359
293359100,293359,4,"1 1,3-ジメチル-2,6-ジオキソ-4-アミノ-5-ホルミルアミノピリミジン",29,2933,293359
293359300,293359,4,"2 1,4-ジアザビシクロ［2,2,2］オクタン（トリエチレンジアミン）",29,2933,293359
293359400,293359,4,3 その他のもの,29,2933,293359
293361000,293361,4,メラミン,29,2933,293361
293369000,293369,4,その他のもの,29,2933,293369
293371000,293371,4,6-ヘキサンラクタム（イプシロン-カプロラクタム）,29,2933,293371
293372000,293372,4,クロバザム（INN）及びメチプリロン（INN）（※）,29,2933,293372
293379000,293379,4,その他のラクタム,29,2933,293379
293391000,293391,4,アルプラゾラム（INN）、カマゼパム（INN）、クロルジアゼポキシド（INN）、クロナゼパム（INN）、クロラゼペート、デロラゼパム（INN）、ジアゼパム（INN）、エスタゾラム（INN）、ロフラゼプ酸エチル（INN）、フルジアゼパム（INN）、フルニトラゼパム（INN）、フルラゼパム（INN）、ハラゼパム（INN）、ロラゼパム（INN）、ロルメタゼパム（INN）、マジンドール（INN）、メダゼパム（INN）、ミダゾラム（INN）、ニメタゼパム（INN）、ニトラゼパム（INN）、ノルダゼパム（INN）、オキサゼパム（INN）、ピナゼパム（INN）、プラゼパム（INN）、ピロバレロン（INN）、テマゼパム（INN）、テトラゼパム（INN）及びトリアゾラム（INN）並びにこれらの塩,29,2933,293391
293392000,293392,4,アジンホスメチル（ISO）,29,2933,293392
293399,2933,3,その他のもの,29,2933,293399
293399010,293399,4,1 塩酸ヒドララジン,29,2933,293399
293399090,293399,4,2 その他のもの,29,2933,293399
2934,29,2,核酸及びその塩（化学的に単一であるかないかを問わない。）並びにその他の複素環式化合物,29,2934,
293410000,293410,4,非縮合チアゾール環（水素添加してあるかないかを問わない。）を有する化合物,29,2934,293410
293420000,293420,4,ベンゾチアゾール環（水素添加してあるかないかを問わないものとし、更に縮合したものを除く。）を有する化合物,29,2934,293420
293430000,293430,4,フェノチアジン環（水素添加してあるかないかを問わないものとし、更に縮合したものを除く。）を有する化合物,29,2934,293430
293491000,293491,4,アミノレクス（INN）、ブロチゾラム（INN）、クロチアゼパム（INN）、クロキサゾラム（INN）、デキストロモラミド（INN）、ハロキサゾラム（INN）、ケタゾラム（INN）、メソカルブ（INN）、オキサゾラム（INN）、ペモリン（INN）、フェンジメトラジン（INN）、フェンメトラジン（INN）及びスフェンタニル（INN）並びにこれらの塩,29,2934,293491
293492000,293492,4,その他のフェンタニル及びその誘導体,29,2934,293492
293499,2934,3,その他のもの,29,2934,293499
293499010,293499,4,1 スルトン及びスルタム,29,2934,293499
293499091,293499,4,－ アセスルファムカリウム（INN),29,2934,293499
293499092,293499,4,－ リチウム＝ビス（オキサラト）ボラート,29,2934,293499
293499099,293499,4,－ その他のもの,29,2934,293499
2935,29,2,スルホンアミド,29,2935,
293510000,293510,4,N-メチルペルフルオロオクタンスルホンアミド,29,2935,293510
293520000,293520,4,N-エチルペルフルオロオクタンスルホンアミド,29,2935,293520
293530000,293530,4,N-エチル-N-（2-ヒドロキシエチル）ペルフルオロオクタンスルホンアミド,29,2935,293530
293540000,293540,4,N-（2-ヒドロキシエチル）-N-メチルペルフルオロオクタンスルホンアミド,29,2935,293540
293550000,293550,4,その他のペルフルオロオクタンスルホンアミド,29,2935,293550
293590000,293590,4,その他のもの,29,2935,293590
2936,29,2,プロビタミン及びビタミン（天然のもの及びこれと同一の構造を有する合成のもの（天然のものを濃縮したものを含む。）に限る。）並びにこれらの誘導体で主としてビタミンとして使用するもの並びにこれらの相互の混合物（この項の物品については、溶媒に溶かしてあるかないかを問わない。）,29,2936,
293621000,293621,4,ビタミンA及びその誘導体,29,2936,293621
293622000,293622,4,ビタミンB1及びその誘導体,29,2936,293622
293623000,293623,4,ビタミンB2及びその誘導体,29,2936,293623
293624000,293624,4,D-パントテン酸及びDL-パントテン酸（ビタミンB5）並びにこれらの誘導体,29,2936,293624
293625000,293625,4,ビタミンB6及びその誘導体,29,2936,293625
293626000,293626,4,ビタミンB12及びその誘導体,29,2936,293626
293627000,293627,4,ビタミンC及びその誘導体,29,2936,293627
293628000,293628,4,ビタミンE及びその誘導体,29,2936,293628
293629000,293629,4,その他のビタミン及びその誘導体,29,2936,293629
293690000,293690,4,その他のもの（天然のものを濃縮したものを含む。）,29,2936,293690
2937,29,2,ホルモン、プロスタグランジン、トロンボキサン及びロイコトリエン（天然のもの及びこれと同一の構造を有する合成のものに限る。）並びにこれらの誘導体及び構造類似物（主としてホルモンとして使用するもので、変性ポリペプチドを含む。）,29,2937,
293711000,293711,4,ソマトトロピン並びにその誘導体及び構造類似物,29,2937,293711
293712000,293712,4,インスリン及びその塩,29,2937,293712
293719000,293719,4,その他のもの,29,2937,293719
293721000,293721,4,コルチゾン、ヒドロコルチゾン、プレドニゾン（デヒドロコルチゾン）及びプレドニゾロン（デヒドロヒドロコルチゾン）,29,2937,293721
293722000,293722,4,コルチコステロイドホルモンのハロゲン化誘導体,29,2937,293722
293723000,293723,4,エストロゲン及びプロゲストゲン,29,2937,293723
293729000,293729,4,その他のもの,29,2937,293729
293750000,293750,4,プロスタグランジン、トロンボキサン及びロイコトリエン並びにこれらの誘導体及び構造類似物,29,2937,293750
293790000,293790,4,その他のもの,29,2937,293790
2938,29,2,グリコシド（天然のもの及びこれと同一の構造を有する合成のものに限る。）及びその塩、エーテル、エステルその他の誘導体,29,2938,
293810000,293810,4,ルトシド（ルチン）及びその誘導体,29,2938,293810
293890000,293890,4,その他のもの,29,2938,293890
2939,29,2,アルカロイド（天然のもの及びこれと同一の構造を有する合成のものに限る。）及びその塩、エーテル、エステルその他の誘導体,29,2939,
293911000,293911,4,けしがら濃縮物並びにブプレノルフィン（INN）、コデイン、ジヒドロコデイン（INN）、エチルモルヒネ、エトルフィン（INN）、ヘロイン、ヒドロコドン（INN）、ヒドロモルホン（INN）、モルヒネ、ニコモルヒネ（INN）、オキシコドン（INN）、オキシモルホン（INN）、フォルコジン（INN）、テバコン（INN）及びテバイン並びにこれらの塩,29,2939,293911
293919000,293919,4,その他のもの,29,2939,293919
293920000,293920,4,キナアルカロイド及びその誘導体並びにこれらの塩,29,2939,293920
293930000,293930,4,カフェイン及びその塩,29,2939,293930
293941000,293941,4,エフェドリン及びその塩,29,2939,293941
293942000,293942,4,プソイドエフェドリン（INN）及びその塩,29,2939,293942
293943000,293943,4,カチン（INN）及びその塩,29,2939,293943
293944000,293944,4,ノルエフェドリン及びその塩,29,2939,293944
293945000,293945,4,レボメタンフェタミン、メタンフェタミン（INN）及びメタンフェタミンラセメート並びにこれらの塩,29,2939,293945
293949,2939,3,その他のもの,29,2939,293949
293949010,293949,4,－ レボメタンフェタミン、メタンフェタミン（INN）及びメタンフェタミンラセメートのエステル及び誘導体,29,2939,293949
293949090,293949,4,－ その他のもの,29,2939,293949
293951000,293951,4,フェネチリン（INN）及びその塩,29,2939,293951
293959000,293959,4,その他のもの,29,2939,293959
293961000,293961,4,エルゴメトリン（INN）及びその塩,29,2939,293961
293962000,293962,4,エルゴタミン（INN）及びその塩,29,2939,293962
293963000,293963,4,リゼルギン酸及びその塩,29,2939,293963
293969000,293969,4,その他のもの,29,2939,293969
293972000,293972,4,コカイン及びエクゴニン並びにこれらの塩、エステル及びその他の誘導体,29,2939,293972
293979000,293979,4,その他のもの,29,2939,293979
293980000,293980,4,その他のもの,29,2939,293980
2940,29,2,,29,2940,
294000,2940,3,糖類（化学的に純粋なものに限るものとし、しよ糖、乳糖、麦芽糖、ぶどう糖及び果糖を除く。）並びに糖エーテル、糖アセタール、糖エステル、糖エーテルの塩、糖アセタールの塩及び糖エステルの塩（第29.37項から第29.39項までの物品を除く。）,29,2940,294000
294000010,294000,4,1 糖エーテル及び糖エステル並びにこれらの塩,29,2940,294000
294000090,294000,4,2 その他のもの,29,2940,294000
2941,29,2,抗生物質,29,2941,
294110000,294110,4,ペニシリン及びその誘導体（ペニシラン酸構造を有するものに限る。）並びにこれらの塩,29,2941,294110
294120000,294120,4,ストレプトマイシン及びその誘導体並びにこれらの塩,29,2941,294120
294130000,294130,4,テトラサイクリン及びその誘導体並びにこれらの塩,29,2941,294130
294140000,294140,4,クロラムフェニコール及びその誘導体並びにこれらの塩,29,2941,294140
294150000,294150,4,エリスロマイシン及びその誘導体並びにこれらの塩,29,2941,294150
294190000,294190,4,その他のもの,29,2941,294190
2942,29,2,,29,2942,
294200000,294200,4,その他の有機化合物,29,2942,294200
